 ,Label,Area(Center Circle),Mean(Center Circle),StdDev(Center Circle),Mode(Center Circle),Min(Center Circle),Max(Center Circle),X(Center Circle),Y(Center Circle),XM(Center Circle),YM(Center Circle),Perim.(Center Circle),BX(Center Circle),BY(Center Circle),Width(Center Circle),Height(Center Circle),Major(Center Circle),Minor(Center Circle),Angle(Center Circle),Circ.(Center Circle),Feret(Center Circle),IntDen(Center Circle),Median(Center Circle),Skew(Center Circle),Kurt(Center Circle),%Area(Center Circle),RawIntDen(Center Circle),FeretX(Center Circle),FeretY(Center Circle),FeretAngle(Center Circle),MinFeret(Center Circle),AR(Center Circle),Round(Center Circle),Solidity(Center Circle),MinThr(Center Circle),MaxThr(Center Circle),Area(BG),Mean(BG),StdDev(BG),Mode(BG),Min(BG),Max(BG),X(BG),Y(BG),XM(BG),YM(BG),Perim.(BG),BX(BG),BY(BG),Width(BG),Height(BG),Major(BG),Minor(BG),Angle(BG),Circ.(BG),Feret(BG),IntDen(BG),Median(BG),Skew(BG),Kurt(BG),%Area(BG),RawIntDen(BG),FeretX(BG),FeretY(BG),FeretAngle(BG),MinFeret(BG),AR(BG),Round(BG),Solidity(BG),MinThr(BG),MaxThr(BG),Area(Whole cell),Mean(Whole cell),StdDev(Whole cell),Mode(Whole cell),Min(Whole cell),Max(Whole cell),X(Whole cell),Y(Whole cell),XM(Whole cell),YM(Whole cell),Perim.(Whole cell),BX(Whole cell),BY(Whole cell),Width(Whole cell),Height(Whole cell),Major(Whole cell),Minor(Whole cell),Angle(Whole cell),Circ.(Whole cell),Feret(Whole cell),IntDen(Whole cell),Median(Whole cell),Skew(Whole cell),Kurt(Whole cell),%Area(Whole cell),RawIntDen(Whole cell),FeretX(Whole cell),FeretY(Whole cell),FeretAngle(Whole cell),MinFeret(Whole cell),AR(Whole cell),Round(Whole cell),Solidity(Whole cell),MinThr(Whole cell),MaxThr(Whole cell)
94,Experiment-81.czi,7.364E0,8.429E1,2.495E1,8.200E1,2.000E1,1.840E2,5.071E1,1.420E0,5.070E1,1.428E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.207E2,8.100E1,4.629E-1,1.867E-1,1.000E2,6.035E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,6.137E-1,2.391E0,0.000E0,0.000E0,2.400E1,1.978E0,1.420E0,2.078E0,1.463E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,7.384E0,0.000E0,4.861E0,2.681E1,9.658E0,7.180E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.691E1,3.235E1,7.400E1,0.000E0,2.100E2,4.924E1,1.420E0,5.062E1,1.439E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.146E3,7.600E1,2.487E-1,-3.453E-2,9.997E1,5.976E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
95,Experiment-81.czi,7.364E0,8.468E1,2.828E1,7.000E1,1.600E1,2.090E2,5.071E1,1.420E0,5.070E1,1.414E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.236E2,8.200E1,5.592E-1,6.268E-1,1.000E2,6.063E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.658E-1,2.339E0,0.000E0,0.000E0,2.700E1,1.978E0,1.420E0,2.075E0,1.391E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.808E0,0.000E0,5.548E0,3.690E1,9.316E0,6.620E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.641E1,3.229E1,8.500E1,0.000E0,2.270E2,4.924E1,1.420E0,5.058E1,1.434E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.106E3,7.600E1,2.172E-1,-1.483E-1,9.997E1,5.937E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
96,Experiment-81.czi,7.364E0,8.483E1,2.657E1,7.500E1,1.600E1,2.010E2,5.071E1,1.420E0,5.070E1,1.423E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.247E2,8.200E1,4.315E-1,3.951E-1,1.000E2,6.074E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.530E-1,2.149E0,0.000E0,0.000E0,1.900E1,1.978E0,1.420E0,2.113E0,1.369E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.654E0,0.000E0,4.668E0,2.374E1,9.145E0,6.470E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.692E1,3.280E1,7.400E1,0.000E0,2.160E2,4.924E1,1.420E0,5.062E1,1.445E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.147E3,7.700E1,2.171E-1,-1.503E-1,9.996E1,5.977E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
97,Experiment-81.czi,7.364E0,8.441E1,2.718E1,7.600E1,2.000E1,1.850E2,5.071E1,1.420E0,5.070E1,1.427E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.216E2,8.300E1,2.792E-1,-4.669E-2,1.000E2,6.044E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.701E-1,2.107E0,0.000E0,0.000E0,2.000E1,1.978E0,1.420E0,1.998E0,1.414E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.860E0,0.000E0,4.607E0,2.386E1,1.068E1,6.670E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.571E1,3.198E1,7.500E1,0.000E0,2.210E2,4.924E1,1.420E0,5.058E1,1.443E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.050E3,7.500E1,2.319E-1,-1.392E-1,9.999E1,5.882E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
98,Experiment-81.czi,7.364E0,8.657E1,2.731E1,8.100E1,2.800E1,1.730E2,5.071E1,1.420E0,5.069E1,1.411E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.375E2,8.400E1,4.535E-1,-3.062E-2,1.000E2,6.199E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,4.744E-1,1.933E0,0.000E0,0.000E0,2.000E1,1.978E0,1.420E0,1.999E0,1.286E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,5.708E0,0.000E0,5.593E0,3.815E1,9.145E0,5.550E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.754E1,3.245E1,8.100E1,1.000E0,2.160E2,4.924E1,1.420E0,5.059E1,1.433E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.196E3,7.700E1,2.023E-1,-1.541E-1,1.000E2,6.025E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
99,Experiment-81.czi,7.364E0,8.410E1,2.651E1,8.800E1,1.600E1,1.680E2,5.071E1,1.420E0,5.070E1,1.414E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.193E2,8.300E1,3.070E-1,1.729E-2,1.000E2,6.021E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.350E-1,2.118E0,0.000E0,0.000E0,1.600E1,1.978E0,1.420E0,2.064E0,1.415E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.438E0,0.000E0,4.702E0,2.326E1,9.145E0,6.260E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.666E1,3.222E1,7.300E1,0.000E0,2.410E2,4.924E1,1.420E0,5.059E1,1.440E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.126E3,7.600E1,2.040E-1,-9.022E-2,9.997E1,5.956E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
100,Experiment-81.czi,7.364E0,8.422E1,2.709E1,7.000E1,2.200E1,1.650E2,5.071E1,1.420E0,5.071E1,1.409E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.201E2,8.400E1,1.990E-1,-4.390E-1,1.000E2,6.030E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,6.470E-1,2.501E0,0.000E0,0.000E0,3.000E1,1.978E0,1.420E0,2.078E0,1.362E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,7.785E0,0.000E0,5.474E0,3.801E1,1.085E1,7.570E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.679E1,3.240E1,7.300E1,0.000E0,2.070E2,4.924E1,1.420E0,5.063E1,1.430E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.136E3,7.600E1,1.867E-1,-1.755E-1,9.999E1,5.966E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
101,Experiment-81.czi,7.364E0,8.261E1,2.646E1,7.500E1,2.400E1,1.760E2,5.071E1,1.420E0,5.070E1,1.421E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.083E2,8.000E1,4.680E-1,1.263E-1,1.000E2,5.915E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,4.735E-1,1.984E0,0.000E0,0.000E0,2.000E1,1.978E0,1.420E0,2.008E0,1.342E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,5.698E0,0.000E0,5.198E0,3.082E1,8.462E0,5.540E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.615E1,3.198E1,6.700E1,0.000E0,2.420E2,4.924E1,1.420E0,5.064E1,1.431E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.085E3,7.600E1,2.203E-1,-1.158E-1,9.996E1,5.917E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
102,Experiment-81.czi,7.364E0,8.590E1,2.644E1,9.900E1,2.500E1,1.770E2,5.071E1,1.420E0,5.071E1,1.400E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.325E2,8.500E1,3.303E-1,4.071E-2,1.000E2,6.150E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,4.675E-1,1.996E0,0.000E0,0.000E0,2.300E1,1.978E0,1.420E0,2.108E0,1.628E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,5.626E0,0.000E0,5.808E0,4.051E1,8.889E0,5.470E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.702E1,3.238E1,7.100E1,0.000E0,2.220E2,4.924E1,1.420E0,5.066E1,1.432E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.155E3,7.600E1,1.772E-1,-2.329E-1,9.999E1,5.984E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
103,Experiment-81.czi,7.364E0,8.513E1,2.654E1,8.900E1,2.000E1,1.690E2,5.071E1,1.420E0,5.069E1,1.416E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.269E2,8.500E1,1.935E-1,-8.447E-2,1.000E2,6.095E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.162E-1,2.000E0,0.000E0,0.000E0,1.800E1,1.978E0,1.420E0,1.945E0,1.336E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.212E0,0.000E0,4.796E0,2.634E1,9.060E0,6.040E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.761E1,3.266E1,8.700E1,0.000E0,2.120E2,4.924E1,1.420E0,5.065E1,1.441E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.202E3,7.800E1,1.579E-1,-2.401E-1,9.996E1,6.030E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
104,Experiment-81.czi,7.364E0,8.525E1,2.712E1,9.400E1,1.700E1,1.770E2,5.071E1,1.420E0,5.069E1,1.409E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.278E2,8.500E1,2.262E-1,-1.446E-1,1.000E2,6.104E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.692E-1,2.199E0,0.000E0,0.000E0,1.800E1,1.978E0,1.420E0,1.692E0,1.377E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.850E0,0.000E0,4.693E0,2.367E1,9.744E0,6.660E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.696E1,3.239E1,7.900E1,0.000E0,2.230E2,4.924E1,1.420E0,5.060E1,1.436E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.150E3,7.600E1,2.215E-1,-1.238E-1,9.996E1,5.980E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
105,Experiment-81.czi,7.364E0,8.498E1,2.729E1,7.100E1,2.000E1,1.740E2,5.071E1,1.420E0,5.069E1,1.412E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.258E2,8.300E1,3.641E-1,4.153E-3,1.000E2,6.085E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,6.017E-1,2.358E0,0.000E0,0.000E0,2.200E1,1.978E0,1.420E0,2.056E0,1.304E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,7.240E0,0.000E0,4.954E0,2.725E1,1.026E1,7.040E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.706E1,3.239E1,7.800E1,0.000E0,1.970E2,4.924E1,1.420E0,5.058E1,1.439E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.158E3,7.700E1,2.366E-1,-1.168E-1,9.997E1,5.987E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
106,Experiment-81.czi,7.364E0,8.402E1,2.657E1,7.600E1,1.700E1,1.910E2,5.071E1,1.420E0,5.071E1,1.419E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.187E2,8.000E1,4.891E-1,5.472E-2,1.000E2,6.016E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,4.923E-1,1.850E0,0.000E0,0.000E0,1.600E1,1.978E0,1.420E0,2.018E0,1.249E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,5.924E0,0.000E0,4.499E0,2.154E1,1.000E1,5.760E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.615E1,3.226E1,7.500E1,0.000E0,2.030E2,4.924E1,1.420E0,5.060E1,1.442E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.085E3,7.500E1,2.066E-1,-2.079E-1,9.996E1,5.917E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
107,Experiment-81.czi,7.364E0,8.462E1,2.769E1,7.600E1,1.900E1,1.860E2,5.071E1,1.420E0,5.069E1,1.433E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.231E2,8.200E1,4.643E-1,1.439E-1,1.000E2,6.059E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.325E-1,2.059E0,0.000E0,0.000E0,2.100E1,1.978E0,1.420E0,1.882E0,1.457E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.407E0,0.000E0,5.136E0,3.040E1,1.034E1,6.230E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.662E1,3.222E1,8.100E1,0.000E0,1.930E2,4.924E1,1.420E0,5.061E1,1.441E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.123E3,7.600E1,2.151E-1,-1.163E-1,9.999E1,5.953E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
108,Experiment-81.czi,7.364E0,8.716E1,2.831E1,7.700E1,1.300E1,2.280E2,5.071E1,1.420E0,5.071E1,1.412E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.418E2,8.500E1,4.820E-1,5.791E-1,1.000E2,6.241E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.299E-1,2.196E0,0.000E0,0.000E0,2.100E1,1.978E0,1.420E0,1.832E0,1.556E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.376E0,0.000E0,5.089E0,2.893E1,8.632E0,6.200E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.728E1,3.281E1,7.200E1,1.000E0,2.280E2,4.924E1,1.420E0,5.062E1,1.441E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.176E3,7.600E1,2.414E-1,-1.357E-1,1.000E2,6.005E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
109,Experiment-81.czi,7.364E0,8.606E1,2.774E1,9.000E1,1.800E1,1.930E2,5.071E1,1.420E0,5.071E1,1.416E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.337E2,8.300E1,4.077E-1,2.401E-1,1.000E2,6.162E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.855E-1,2.134E0,0.000E0,0.000E0,2.200E1,1.978E0,1.420E0,1.919E0,1.480E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,7.045E0,0.000E0,4.694E0,2.565E1,1.111E1,6.850E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.740E1,3.215E1,7.800E1,0.000E0,2.150E2,4.924E1,1.420E0,5.057E1,1.436E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.185E3,7.700E1,1.942E-1,-1.149E-1,9.997E1,6.014E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
110,Experiment-81.czi,7.364E0,8.422E1,2.747E1,8.100E1,1.200E1,1.930E2,5.071E1,1.420E0,5.069E1,1.413E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.202E2,8.200E1,4.704E-1,5.896E-1,1.000E2,6.030E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.889E-1,2.302E0,0.000E0,0.000E0,2.700E1,1.978E0,1.420E0,1.927E0,1.499E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,7.086E0,0.000E0,5.326E0,3.468E1,1.034E1,6.890E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.694E1,3.239E1,7.800E1,0.000E0,2.040E2,4.924E1,1.420E0,5.063E1,1.432E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.148E3,7.700E1,2.105E-1,-8.725E-2,9.999E1,5.978E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
111,Experiment-81.czi,7.364E0,8.507E1,2.618E1,7.300E1,2.900E1,1.960E2,5.071E1,1.420E0,5.071E1,1.427E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.264E2,8.400E1,4.503E-1,3.241E-1,1.000E2,6.091E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.393E-1,2.207E0,0.000E0,0.000E0,2.300E1,1.978E0,1.420E0,1.871E0,1.465E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.490E0,0.000E0,5.279E0,3.274E1,8.889E0,6.310E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.737E1,3.252E1,7.800E1,0.000E0,2.230E2,4.924E1,1.420E0,5.061E1,1.440E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.183E3,7.700E1,2.291E-1,-1.047E-1,9.997E1,6.012E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
112,Experiment-81.czi,7.364E0,8.422E1,2.725E1,6.500E1,1.900E1,2.160E2,5.071E1,1.420E0,5.071E1,1.429E0,9.558E0,4.919E1,2.941E0,3.042E0,3.042E0,3.062E0,3.062E0,0.000E0,1.000E0,3.042E0,6.202E2,8.200E1,5.109E-1,7.325E-1,1.000E2,6.031E4,4.919E1,1.521E0,0.000E0,3.042E0,1.000E0,1.000E0,1.011E0,0.000E0,2.550E2,1.203E1,5.051E-1,1.979E0,0.000E0,0.000E0,2.300E1,1.978E0,1.420E0,1.854E0,1.489E0,1.399E1,0.000E0,2.941E0,3.955E0,3.042E0,4.463E0,3.433E0,0.000E0,7.720E-1,4.990E0,6.078E0,0.000E0,5.253E0,3.444E1,9.487E0,5.910E2,0.000E0,0.000E0,1.424E2,3.042E0,1.300E0,7.692E-1,1.000E0,0.000E0,2.550E2,7.991E1,7.659E1,3.202E1,8.000E1,0.000E0,2.210E2,4.924E1,1.420E0,5.060E1,1.436E0,5.862E1,3.610E1,2.941E0,2.627E1,3.042E0,2.964E1,3.433E0,0.000E0,2.923E-1,2.644E1,6.120E3,7.600E1,2.154E-1,-6.187E-2,9.996E1,5.951E5,3.560E2,0.000E0,1.734E2,3.042E0,8.633E0,1.158E-1,1.000E0,0.000E0,2.550E2
